step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
16,PAYMENT,34840.56,337191.26,302350.71,0.0,0.0,0,0
630,CASH_OUT,5638628.58,4791467.10,0.00,0.00,5309169.89,0,0
19,CASH_OUT,425933.21,187728.23,0.0,0.0,425933.21,0,0
14,CASH_OUT,2940.65,26900.0,23959.35,1804212.27,2218887.77,0,0
19,TRANSFER,29072.56,106741.0,77668.44,353582.36,382654.91,0,0
624,CASH_OUT,565741.19,498983.67,0.00,267795.98,719626.33,0,0
17,PAYMENT,10053.14,0.0,0.0,0.0,0.0,0,0
10,CASH_IN,410522.35,10360.0,420882.35,0.0,0.0,0,0
15,TRANSFER,487290.31,146819.0,0.0,804801.2,1292091.51,0,0
24,TRANSFER,23067.28,26452.26,3384.98,158487.65,181554.93,0,0
13,CASH_OUT,283380.4,0.0,0.0,524464.45,656246.28,0,0
18,PAYMENT,6053.09,0.0,0.0,0.0,0.0,0,0
392,TRANSFER,1752475.99,2228284.87,475808.88,0.00,994893.34,0,0
19,CASH_IN,11726.05,6754494.23,6766220.28,122480.14,147327.82,0,0
13,CASH_IN,368056.24,686781.0,1054837.24,344637.95,0.0,0,0
16,CASH_OUT,61459.85,70375.0,8915.15,0.0,61459.85,0,0
14,CASH_OUT,42256.01,0.0,0.0,177093.12,219349.13,0,0
231,CASH_OUT,927030.55,1081237.67,154207.12,0.00,363099.14,0,0
15,CASH_IN,241037.13,494759.81,735796.94,657897.93,416860.79,0,0
18,CASH_OUT,234015.51,252.0,0.0,0.0,234015.51,0,0
13,CASH_OUT,105639.18,20408.0,0.0,1393877.25,1425119.55,0,0
179,TRANSFER,38450.82,43527.67,5076.85,0.00,21450.43,0,0
11,PAYMENT,3553.44,44401.51,40848.07,0.0,0.0,0,0
15,CASH_OUT,201822.23,0.0,0.0,5626780.75,6017225.62,0,0
15,CASH_OUT,338654.63,11597.0,0.0,816818.32,1330183.72,0,0
15,PAYMENT,7281.86,11820.0,4538.14,0.0,0.0,0,0
13,CASH_OUT,12073.24,35897.0,23823.76,3142412.78,4055565.18,0,0
16,CASH_OUT,129093.39,0.0,0.0,262444.08,395865.32,0,0
19,CASH_IN,167951.69,232543.0,400494.69,291083.03,123131.33,0,0
10,CASH_IN,401249.79,201839.0,603088.79,123479.79,0.0,0,0
15,CASH_IN,30644.95,6823369.67,6854014.62,6160226.74,6129581.79,0,0
16,CASH_OUT,250391.97,0.0,0.0,2296480.47,2723740.45,0,0
18,PAYMENT,26776.89,0.0,0.0,0.0,0.0,0,0
19,PAYMENT,19167.46,124236.6,105069.14,0.0,0.0,0,0
11,TRANSFER,1035121.05,0.0,0.0,1550094.34,2585215.39,0,0
15,CASH_IN,96327.01,1699490.39,1795817.4,3124912.48,3028585.46,0,0
11,CASH_OUT,576789.1,0.0,0.0,1128835.9,1995591.32,0,0
13,PAYMENT,20037.32,0.0,0.0,0.0,0.0,0,0
12,CASH_OUT,130273.77,158857.26,28583.48,797979.8,1628477.66,0,0
14,CASH_OUT,52373.04,0.0,0.0,214625.48,266998.52,0,0
10,CASH_IN,134556.67,6839656.99,6974213.66,165352.51,30795.83,0,0
40,CASH_OUT,212613.29,212613.29,0.0,1370788.41,1583401.69,1,0
16,PAYMENT,13892.14,0.0,0.0,0.0,0.0,0,0
15,CASH_OUT,498990.27,30641.0,0.0,2961419.8,3539134.08,0,0
19,CASH_OUT,373863.45,0.0,0.0,421886.78,894535.22,0,0
506,TRANSFER,2350399.30,2350399.30,0.00,0.00,2350399.30,0,0
80,TRANSFER,827111.47,1096275.30,269163.83,28978.11,856089.58,0,0
18,CASH_OUT,30523.02,723.0,0.0,19144.0,638156.46,0,0
19,CASH_OUT,94406.89,0.0,0.0,97831.99,284349.2,0,0
19,PAYMENT,6358.43,20079.0,13720.57,0.0,0.0,0,0
11,TRANSFER,576968.34,0.0,0.0,605258.43,1473326.29,0,0
10,CASH_OUT,553522.6,95229.0,0.0,32244.07,585766.68,0,0
525,TRANSFER,95815.43,95762.93,0.00,0.00,95815.43,0,0
19,CASH_OUT,17852.85,0.0,0.0,391719.6,433252.33,0,0
15,PAYMENT,4034.81,803.0,0.0,0.0,0.0,0,0
15,TRANSFER,357922.21,21423.0,0.0,2013421.0,2371343.21,0,0
678,TRANSFER,10807711.41,10965802.96,158091.55,532982.09,11340693.50,0,0
609,TRANSFER,76133.19,76133.19,0.0,0.0,0.0,1,0
9,PAYMENT,4243.21,0.0,0.0,0.0,0.0,0,0
49,CASH_OUT,411552.88,432679.62,21126.74,0.00,411552.88,0,0
470,TRANSFER,64669.24,64669.24,0.00,0.00,0.00,0,0
13,CASH_IN,400415.75,30536.0,430951.75,0.0,0.0,0,0
12,CASH_OUT,221685.22,0.0,0.0,1229549.48,1451234.7,0,0
17,CASH_IN,181201.43,574785.26,755986.69,606641.64,425440.2,0,0
13,PAYMENT,2719.26,0.0,0.0,0.0,0.0,0,0
18,CASH_OUT,70718.28,636.0,0.0,983417.1,1338980.27,0,0
13,PAYMENT,24583.43,0.0,0.0,0.0,0.0,0,0
18,CASH_OUT,112731.54,376649.94,263918.39,615245.93,727977.47,0,0
16,CASH_OUT,187935.01,35785.0,0.0,12193.77,200128.78,0,0
18,CASH_OUT,129168.85,0.0,0.0,302289.46,431458.31,0,0
16,CASH_IN,12421.53,328523.0,340944.53,26483.93,14062.4,0,0
11,CASH_IN,85742.84,1226932.59,1312675.43,522166.56,436423.72,0,0
12,CASH_IN,16915.07,536335.26,553250.34,102047.0,85131.93,0,0
11,CASH_OUT,213196.24,292894.0,79697.76,181962.84,383701.74,0,0
278,TRANSFER,8649567.17,12823552.04,4173984.87,0.00,8649567.17,0,0
10,PAYMENT,7234.85,1356227.86,1348993.01,0.0,0.0,0,0
500,CASH_OUT,279963.51,302451.27,22487.76,60019.45,60019.45,0,0
16,CASH_OUT,23192.99,0.0,0.0,1398824.96,2013862.18,0,0
9,CASH_OUT,25617.48,0.0,0.0,54041.74,79659.22,0,0
257,TRANSFER,1333486.88,3137982.71,1804495.83,0.00,679494.73,0,0
14,PAYMENT,9766.92,0.0,0.0,0.0,0.0,0,0
9,CASH_OUT,574280.96,0.0,0.0,332577.74,2065864.56,0,0
15,CASH_IN,58732.02,627215.0,685947.02,486480.1,427748.07,0,0
363,CASH_OUT,3261526.83,3261526.83,0.00,4597556.03,4597556.03,0,0
279,TRANSFER,900403.48,900403.48,0.00,0.00,0.00,0,0
547,CASH_OUT,107683.55,117154.08,9470.53,3484357.14,3592040.69,0,0
13,CASH_OUT,434126.01,77.0,0.0,4477453.29,4911579.3,0,0
18,CASH_IN,250351.51,11275592.03,11525943.54,2176728.36,1926376.85,0,0
190,CASH_OUT,26464.18,29119.69,2655.51,0.00,26464.18,0,0
329,TRANSFER,7563612.58,11099095.63,3535483.05,0.00,7563612.58,0,0
546,TRANSFER,552698.82,0.00,0.00,0.00,307535.27,0,0
16,CASH_OUT,62134.85,153449.8,91314.95,92978.45,120210.91,0,0
15,CASH_OUT,130596.72,80025.0,0.0,1041672.35,1172269.07,0,0
284,CASH_OUT,1881632.67,1181706.17,0.00,0.00,1881632.67,0,0
9,PAYMENT,9838.72,6186.0,0.0,0.0,0.0,0,0
8,PAYMENT,14750.38,212195.29,197444.91,0.0,0.0,0,0
9,PAYMENT,925.4,0.0,0.0,0.0,0.0,0,0
227,TRANSFER,176007.37,176007.37,0.0,0.0,0.0,1,0
15,PAYMENT,9465.09,349554.23,340089.14,0.0,0.0,0,0
13,CASH_OUT,63721.82,865.0,0.0,473419.22,537141.04,0,0
9,CASH_IN,17583.49,11491.0,29074.49,46653.84,0.0,0,0
403,TRANSFER,7380.85,8014.70,633.85,0.00,0.00,0,0
10,CASH_OUT,287572.79,181076.86,0.0,381206.62,992673.26,0,0
443,TRANSFER,9610.01,9965.10,355.09,0.00,9610.01,0,0
14,CASH_OUT,304516.73,501314.0,196797.27,1780326.96,2233955.52,0,0
738,TRANSFER,114870.85,59064.06,0.00,0.00,114870.85,0,0
13,CASH_IN,304740.55,558910.04,863650.59,306009.82,1269.27,0,0
15,CASH_OUT,225096.93,85198.86,0.0,2227837.86,2452934.79,0,0
8,CASH_OUT,120301.59,0.0,0.0,2495665.27,2679057.37,0,0
10,CASH_IN,123067.11,78451.0,201518.11,409.0,0.0,0,0
468,CASH_OUT,764646.4,764646.4,0.0,0.0,764646.4,1,0
13,CASH_OUT,130374.13,0.0,0.0,906085.19,1307874.08,0,0
62,TRANSFER,1148550.00,1148550.00,0.00,0.00,1148550.00,0,0
14,CASH_OUT,124857.94,0.0,0.0,1576429.0,2014001.37,0,0
17,PAYMENT,12676.93,5507.0,0.0,0.0,0.0,0,0
16,PAYMENT,13806.53,474585.82,460779.29,0.0,0.0,0,0
345,CASH_OUT,116940.32,116940.32,0.0,491820.33,608760.65,1,0
151,TRANSFER,2164973.10,2884131.67,719158.57,0.00,2164973.10,0,0
16,PAYMENT,12745.83,23560.0,10814.17,0.0,0.0,0,0
10,CASH_OUT,120099.74,0.0,0.0,1738204.99,1858304.73,0,0
14,PAYMENT,5589.85,0.0,0.0,0.0,0.0,0,0
10,PAYMENT,29053.67,25168.27,0.0,0.0,0.0,0,0
18,PAYMENT,13259.07,8236.0,0.0,0.0,0.0,0,0
145,TRANSFER,234614.32,453292.99,218678.67,0.00,234614.32,0,0
12,TRANSFER,410216.33,0.0,0.0,1589466.51,2246556.8,0,0
16,PAYMENT,7560.62,319910.63,312350.0,0.0,0.0,0,0
586,TRANSFER,138770.43,138770.43,0.00,0.00,138770.43,0,0
19,CASH_OUT,168828.77,20233.0,0.0,170314.92,269543.68,0,0
743,TRANSFER,640888.26,640888.26,0.00,120033.74,760922.00,0,0
16,CASH_IN,92982.59,3188985.43,3281968.02,275894.72,182912.13,0,0
19,PAYMENT,7177.4,262469.83,255292.42,0.0,0.0,0,0
397,TRANSFER,1767211.83,2047897.64,280685.81,0.00,1767211.83,0,0
674,CASH_OUT,163625.49,200459.41,36833.92,0.00,163625.49,0,0
10,CASH_OUT,26893.24,0.0,0.0,102790.03,393080.73,0,0
16,CASH_OUT,279033.25,0.0,0.0,1869411.61,2148444.85,0,0
18,CASH_IN,250218.48,1578161.43,1828379.91,374476.78,124258.3,0,0
14,CASH_IN,45058.73,717924.25,762982.98,311535.25,2522403.96,0,0
18,CASH_OUT,208361.18,69773.0,0.0,1913663.36,2122024.54,0,0
13,CASH_OUT,56917.6,0.0,0.0,1872647.74,1746722.19,0,0
102,CASH_OUT,32967.66,0.00,0.00,0.00,16857.78,0,0
9,CASH_IN,311778.14,382873.2,694651.33,9453712.31,9381022.39,0,0
12,CASH_IN,209063.38,21090.0,230153.38,0.0,0.0,0,0
16,PAYMENT,20701.55,0.0,0.0,0.0,0.0,0,0
14,CASH_IN,209536.24,4517713.42,4727249.65,970327.69,1361052.54,0,0
108,TRANSFER,258672.07,258672.07,0.00,0.00,0.00,0,0
15,PAYMENT,26248.95,139610.22,113361.27,0.0,0.0,0,0
569,CASH_OUT,2561698.04,2561698.04,0.0,93471.68,2655169.72,1,0
14,PAYMENT,14489.28,130010.01,115520.73,0.0,0.0,0,0
366,TRANSFER,223537.14,223537.14,0.00,0.00,0.00,0,0
17,CASH_IN,99076.45,9557153.62,9656230.08,5234994.71,5135918.26,0,0
739,TRANSFER,1888136.13,1888136.13,0.00,135358.06,2023494.19,0,0
13,CASH_OUT,206048.74,37812.16,0.0,4267284.33,4473333.07,0,0
166,CASH_OUT,4699512.41,4901515.42,202003.01,0.00,4699512.41,0,0
9,CASH_IN,360135.73,15081809.51,15441945.24,714173.99,58003.36,0,0
14,CASH_IN,148110.44,663.0,148773.44,2572752.77,2424642.32,0,0
11,CASH_IN,244818.98,7217338.46,7462157.44,311012.18,66193.2,0,0
18,PAYMENT,19883.9,16701.09,0.0,0.0,0.0,0,0
18,CASH_OUT,356866.58,0.0,0.0,570342.93,1167001.4,0,0
15,CASH_OUT,210272.48,22448.0,0.0,865187.77,1075460.25,0,0
13,CASH_IN,60961.83,3234906.36,3295868.2,267928.09,206966.26,0,0
12,CASH_IN,101501.86,347261.26,448763.12,530301.36,0.0,0,0
697,CASH_OUT,108759.33,108759.33,0.00,710949.60,819708.93,0,0
13,CASH_IN,326634.33,16275933.52,16602567.85,1690903.09,1364268.75,0,0
14,CASH_OUT,205249.71,202042.59,0.0,372891.18,393477.26,0,0
12,CASH_OUT,135833.32,0.0,0.0,2550210.75,2686044.07,0,0
14,CASH_IN,37623.7,844178.17,881801.86,451462.68,476704.79,0,0
15,PAYMENT,11930.97,106905.33,94974.35,0.0,0.0,0,0
716,TRANSFER,110367.20,110367.20,0.00,1801299.60,1801299.60,0,0
8,CASH_OUT,28991.36,0.0,0.0,1183175.85,151635.37,0,0
185,TRANSFER,3482992.82,3482992.82,0.00,0.00,3482992.82,0,0
477,CASH_OUT,815297.9,815297.9,0.0,363475.49,1178773.39,1,0
10,CASH_OUT,227607.43,0.0,0.0,9723351.12,9950958.55,0,0
18,CASH_OUT,143400.04,0.0,0.0,233281.92,376681.95,0,0
18,CASH_OUT,131891.65,0.0,0.0,242382.96,404647.92,0,0
12,PAYMENT,7154.07,373112.22,365958.15,0.0,0.0,0,0
18,PAYMENT,4934.49,17154.06,12219.57,0.0,0.0,0,0
12,PAYMENT,4552.2,21457.0,16904.8,0.0,0.0,0,0
201,CASH_OUT,1963129.26,2164698.19,201568.93,4323979.25,4323979.25,0,0
266,CASH_OUT,4331.15,4331.15,0.00,445971.33,450302.48,0,0
19,CASH_IN,7320.95,102059.0,109379.95,2736793.28,2363736.5,0,0
13,CASH_OUT,418021.57,0.0,0.0,12685314.01,13103335.58,0,0
573,CASH_OUT,8812348.20,8812348.20,0.00,0.00,0.00,0,0
6,PAYMENT,1653.29,0.0,0.0,0.0,0.0,0,0
14,CASH_OUT,260081.81,0.0,0.0,896224.33,970136.55,0,0
18,DEBIT,4075.73,105863.0,101787.27,20482.0,24557.73,0,0
212,TRANSFER,28678.87,25530.73,0.00,0.00,14170.58,0,0
15,CASH_OUT,122305.48,0.0,0.0,4030313.03,4152618.51,0,0
19,PAYMENT,2742.44,0.0,0.0,0.0,0.0,0,0
307,CASH_OUT,135899.70,137062.08,1162.38,0.00,24047.74,0,0
294,CASH_OUT,1176735.62,1262875.97,86140.35,0.00,182235.59,0,0
12,CASH_OUT,269013.5,0.0,0.0,781793.91,1050807.41,0,0
9,CASH_OUT,4067.55,0.0,0.0,4974.0,0.0,0,0
17,CASH_IN,194161.94,50269.0,244430.94,1225472.97,1031311.03,0,0
88,TRANSFER,575925.09,575925.09,0.00,0.00,575925.09,0,0
453,TRANSFER,4009707.19,5424227.11,1414519.92,0.00,4009707.19,0,0
19,CASH_OUT,195856.62,0.0,0.0,214452.7,410309.32,0,0
9,PAYMENT,2104.6,0.0,0.0,0.0,0.0,0,0
19,CASH_OUT,234037.07,0.0,0.0,457598.22,691635.29,0,0
10,CASH_OUT,67196.97,26409.0,0.0,3201509.95,3268706.92,0,0
11,CASH_OUT,277642.25,0.0,0.0,767593.54,910264.46,0,0
8,CASH_IN,133134.93,15179992.94,15313127.87,188231.66,55096.73,0,0
15,PAYMENT,8100.56,0.0,0.0,0.0,0.0,0,0
14,TRANSFER,80656.84,80656.84,0.00,4095138.74,4175795.58,0,0
12,CASH_OUT,243921.94,0.0,0.0,996885.09,1611983.43,0,0
16,CASH_IN,87806.19,2543515.01,2631321.19,118799.04,30992.86,0,0
12,PAYMENT,9876.69,243715.06,233838.36,0.0,0.0,0,0
61,TRANSFER,497907.62,497907.62,0.00,0.00,0.00,0,0
14,CASH_IN,106361.88,1479035.8,1585397.67,3829048.5,3722686.63,0,0
251,TRANSFER,267831.35,267831.35,0.00,0.00,267831.35,0,0
375,CASH_OUT,175309.26,175309.26,0.00,0.00,175309.26,0,0
272,TRANSFER,12055.80,14172.73,2116.93,0.00,6366.54,0,0
19,CASH_OUT,395410.54,758226.76,362816.22,599748.85,995159.39,0,0
18,PAYMENT,2751.64,158897.88,156146.23,0.0,0.0,0,0
9,CASH_IN,117235.72,3552835.88,3670071.6,199843.0,0.0,0,0
13,PAYMENT,10864.79,505037.92,494173.13,0.0,0.0,0,0
42,CASH_OUT,1370272.64,1640842.12,270569.48,0.00,1370272.64,0,0
19,PAYMENT,18091.93,0.0,0.0,0.0,0.0,0,0
351,CASH_OUT,28831.13,28831.13,0.00,0.00,0.00,0,0
14,PAYMENT,26789.99,185014.68,158224.69,0.0,0.0,0,0
335,CASH_OUT,783713.10,944985.32,161272.22,572068.50,859990.90,0,0
303,TRANSFER,790708.88,744890.34,0.00,0.00,790708.88,0,0
19,CASH_OUT,55442.73,0.0,0.0,4030302.53,3929134.07,0,0
10,PAYMENT,3828.58,0.0,0.0,0.0,0.0,0,0
11,PAYMENT,20241.38,484.0,0.0,0.0,0.0,0,0
492,CASH_OUT,88745.30,0.00,0.00,360634.71,422414.52,0,0
8,CASH_IN,154797.28,1657182.28,1811979.56,439464.02,537185.56,0,0
694,CASH_OUT,76582.23,76582.23,0.0,1869045.51,1945627.75,1,0
17,CASH_OUT,225007.04,62447.0,0.0,0.0,225007.04,0,0
15,CASH_OUT,208705.62,21581.0,0.0,621163.41,800936.26,0,0
13,PAYMENT,3506.61,14968.0,11461.39,0.0,0.0,0,0
13,PAYMENT,4333.32,0.0,0.0,0.0,0.0,0,0
404,TRANSFER,269297.76,295178.85,25881.09,0.00,269297.76,0,0
66,CASH_OUT,2096634.43,2096634.43,0.0,183429.98,2280064.41,1,0
585,CASH_OUT,187988.92,307046.37,119057.45,7209.44,195198.36,0,0
12,CASH_IN,106903.52,21264798.79,21371702.31,790917.98,1716965.69,0,0
2,DEBIT,1841.58,25257.0,23415.42,21697.97,23539.55,0,0
17,PAYMENT,18944.16,0.0,0.0,0.0,0.0,0,0
10,CASH_OUT,151490.8,789.0,0.0,4516.0,0.0,0,0
19,PAYMENT,19892.99,394252.65,374359.66,0.0,0.0,0,0
213,CASH_OUT,1123639.01,1123639.01,0.0,0.0,1123639.01,1,0
9,CASH_OUT,274991.43,0.0,0.0,329749.33,263100.91,0,0
18,PAYMENT,6710.36,318575.96,311865.6,0.0,0.0,0,0
17,PAYMENT,28416.37,101512.0,73095.63,0.0,0.0,0,0
11,CASH_OUT,306907.66,186085.0,0.0,0.0,306907.66,0,0
19,CASH_OUT,103679.88,11906.0,0.0,236408.7,120402.61,0,0
12,PAYMENT,4259.65,0.0,0.0,0.0,0.0,0,0
12,CASH_OUT,77790.47,0.0,0.0,1623899.07,2557936.98,0,0
11,PAYMENT,36486.62,186.0,0.0,0.0,0.0,0,0
18,PAYMENT,533.2,0.0,0.0,0.0,0.0,0,0
10,CASH_OUT,55242.78,12176.0,0.0,1430532.74,1485775.52,0,0
19,CASH_IN,192167.95,1988182.75,2180350.7,732743.5,540575.56,0,0
12,PAYMENT,10494.25,10507.0,12.75,0.0,0.0,0,0
127,TRANSFER,21223.68,19340.72,0.00,0.00,21223.68,0,0
512,CASH_OUT,718350.64,718350.64,0.0,0.0,718350.64,1,0
17,CASH_OUT,261590.9,0.0,0.0,559986.1,828851.3,0,0
19,PAYMENT,19526.21,696.0,0.0,0.0,0.0,0,0
35,CASH_OUT,799923.96,815319.64,15395.68,0.00,0.00,0,0
459,TRANSFER,1153156.0,1153156.0,0.0,0.0,0.0,1,0
13,PAYMENT,10806.53,0.0,0.0,0.0,0.0,0,0
10,CASH_OUT,416264.0,38620.26,0.0,285835.12,861724.3,0,0
15,CASH_OUT,47935.85,93107.0,45171.15,9835743.55,9883679.4,0,0
16,CASH_IN,98324.78,4142803.82,4241128.6,1025864.42,927539.63,0,0
13,CASH_OUT,348064.63,76622.37,0.0,2493804.87,3051496.48,0,0
14,CASH_OUT,279450.77,1585.0,0.0,0.0,723932.04,0,0
9,PAYMENT,7434.54,99443.0,92008.46,0.0,0.0,0,0
10,PAYMENT,6303.3,8727.0,2423.7,0.0,0.0,0,0
19,CASH_IN,408831.16,11640.0,420471.16,34963.0,0.0,0,0
9,PAYMENT,20909.04,11258.0,0.0,0.0,0.0,0,0
12,PAYMENT,515.8,0.0,0.0,0.0,0.0,0,0
414,CASH_OUT,724264.21,724264.21,0.0,0.0,724264.21,1,0
398,CASH_OUT,27276.33,32028.43,4752.10,0.00,27276.33,0,0
16,CASH_OUT,291332.86,456556.0,165223.14,0.0,381570.27,0,0
17,TRANSFER,28667.9,0.0,0.0,149802.28,178470.18,0,0
15,CASH_IN,121092.44,19551949.94,19673042.38,320110.2,199017.76,0,0
10,CASH_OUT,156633.94,0.0,0.0,936661.5,1193295.24,0,0
15,CASH_IN,584950.25,18965228.94,19550179.18,3829206.76,3244256.51,0,0
19,TRANSFER,282916.69,35153.04,0.0,4873979.37,5156896.06,0,0
14,PAYMENT,4780.92,63764.0,58983.08,0.0,0.0,0,0
11,TRANSFER,119547.37,0.0,0.0,1516277.26,1635824.63,0,0
269,CASH_OUT,676882.33,676882.33,0.0,0.0,676882.33,1,0
9,CASH_IN,124968.95,5845591.79,5970560.74,302180.29,2420348.29,0,0
14,PAYMENT,3753.04,0.0,0.0,0.0,0.0,0,0
14,CASH_OUT,80580.27,10171.0,0.0,1526285.51,1498016.7,0,0
13,CASH_OUT,114306.37,30853.0,0.0,0.0,114306.37,0,0
18,CASH_IN,328264.76,140649.0,468913.76,2143012.12,1936800.66,0,0
49,CASH_OUT,100653.49,109248.69,8595.20,63598.80,124813.71,0,0
10,CASH_OUT,164422.49,0.0,0.0,508473.66,684239.75,0,0
48,TRANSFER,249022.15,249022.15,0.00,0.00,0.00,0,0
14,CASH_OUT,98060.12,0.0,0.0,12282268.13,12380328.26,0,0
11,TRANSFER,597521.81,0.0,0.0,5157734.76,5755256.57,0,0
73,CASH_OUT,179771.20,179771.20,0.00,0.00,179771.20,0,0
19,CASH_OUT,23561.8,0.0,0.0,222405.59,244785.27,0,0
16,CASH_OUT,362331.67,0.0,0.0,467909.94,830241.61,0,0
11,CASH_OUT,68646.88,0.0,0.0,314493.24,383140.13,0,0
18,PAYMENT,4254.71,46351.0,42096.29,0.0,0.0,0,0
10,TRANSFER,509255.63,0.0,0.0,4011049.8,6832314.82,0,0
17,CASH_OUT,115273.96,0.0,0.0,1198211.16,1313485.13,0,0
19,CASH_OUT,172926.87,30524.0,0.0,0.0,930257.41,0,0
13,CASH_IN,125113.32,467608.29,592721.61,189136.0,0.0,0,0
617,TRANSFER,81658.87,0.00,0.00,0.00,48915.17,0,0
18,CASH_OUT,34154.9,223683.0,189528.1,10518.0,0.0,0,0
18,CASH_OUT,112871.62,0.0,0.0,121863.98,234735.6,0,0
484,CASH_OUT,10389184.79,14087680.77,3698495.98,0.00,10389184.79,0,0
18,CASH_OUT,230087.86,0.0,0.0,335408.65,563315.25,0,0
19,CASH_IN,438890.84,8946983.99,9385874.83,479816.5,40925.67,0,0
14,PAYMENT,4529.24,105531.0,101001.76,0.0,0.0,0,0
9,PAYMENT,9242.38,0.0,0.0,0.0,0.0,0,0
11,CASH_IN,303858.59,1131032.18,1434890.77,0.0,551455.06,0,0
14,PAYMENT,3029.67,0.0,0.0,0.0,0.0,0,0
339,TRANSFER,5890987.60,6765131.24,874143.64,0.00,4236233.63,0,0
272,TRANSFER,26324.69,26324.69,0.00,0.00,0.00,0,0
194,TRANSFER,307948.79,307948.79,0.00,729095.99,1037044.78,0,0
20,CASH_OUT,177712.75,0.0,0.0,1081315.28,1324311.32,0,0
400,CASH_OUT,21698.27,28206.26,6507.99,0.00,21698.27,0,0
733,TRANSFER,2121.53,2121.53,0.00,0.00,0.00,0,0
17,CASH_OUT,177483.07,14535.0,0.0,0.0,177483.07,0,0
710,CASH_OUT,1807034.18,1703426.58,0.00,764395.37,1756459.83,0,0
370,TRANSFER,3477049.36,3484498.27,7448.91,0.00,1226872.09,0,0
14,CASH_IN,58374.2,4695941.98,4754316.18,108471.01,287715.24,0,0
11,CASH_IN,222797.42,5547089.14,5769886.56,246274.54,23477.12,0,0
15,CASH_OUT,178327.72,99171.0,0.0,1145293.07,1323620.79,0,0
15,CASH_OUT,263112.7,25451.0,0.0,482625.32,745738.03,0,0
11,CASH_IN,47547.84,139358.0,186905.84,8782.78,0.0,0,0
18,PAYMENT,32022.8,268.0,0.0,0.0,0.0,0,0
16,CASH_OUT,170085.1,36379.0,0.0,0.0,170085.1,0,0
17,PAYMENT,2251.21,0.0,0.0,0.0,0.0,0,0
10,PAYMENT,6753.98,0.0,0.0,0.0,0.0,0,0
18,CASH_OUT,155926.13,48.0,0.0,26228.0,0.0,0,0
17,CASH_OUT,48762.54,31091.0,0.0,0.0,48762.54,0,0
17,PAYMENT,458.69,26153.0,25694.31,0.0,0.0,0,0
9,PAYMENT,2205.82,0.0,0.0,0.0,0.0,0,0
15,CASH_OUT,328288.78,0.0,0.0,763151.99,1091440.76,0,0
18,CASH_OUT,114151.03,407.0,0.0,1463646.18,1393938.26,0,0
11,CASH_OUT,253973.24,0.0,0.0,264945.39,518918.62,0,0
9,PAYMENT,6329.13,0.0,0.0,0.0,0.0,0,0
723,TRANSFER,5684093.22,5684093.22,0.00,5948.31,5690041.53,0,0
13,CASH_OUT,136231.18,0.0,0.0,6355478.63,6667884.7,0,0
19,CASH_IN,402949.08,992690.93,1395640.02,561699.15,158750.06,0,0
16,CASH_OUT,51316.37,20902.0,0.0,65987.82,117304.19,0,0
13,TRANSFER,10768.24,16030.74,5262.50,849134.95,859903.19,0,0
319,TRANSFER,2092742.02,2149705.71,56963.69,0.00,2092742.02,0,0
504,TRANSFER,1380940.73,1380940.73,0.0,0.0,0.0,1,0
564,TRANSFER,692637.64,856810.29,164172.65,0.00,681037.39,0,0
14,CASH_OUT,133521.65,10412.0,0.0,0.0,133521.65,0,0
17,CASH_IN,32072.96,2980530.79,3012603.75,1448676.95,1416603.98,0,0
1,CASH_OUT,365510.05,0.0,0.0,564572.76,1254956.07,0,0
10,PAYMENT,18860.31,63260.0,44399.69,0.0,0.0,0,0
8,CASH_IN,229055.59,0.0,229055.59,1149782.2,684138.15,0,0
17,CASH_OUT,93274.97,0.0,0.0,348587.0,0.0,0,0
17,DEBIT,3487.67,31846.0,28358.33,352280.54,355768.21,0,0
15,PAYMENT,25860.16,0.0,0.0,0.0,0.0,0,0
15,CASH_OUT,49230.08,0.0,0.0,4065849.86,3965348.95,0,0
13,PAYMENT,2881.17,6587.83,3706.66,0.0,0.0,0,0
18,PAYMENT,9258.87,101.0,0.0,0.0,0.0,0,0
81,TRANSFER,2211632.94,2211632.94,0.00,1898699.34,1898699.34,0,0
72,TRANSFER,465257.75,465257.75,0.00,0.00,465257.75,0,0
10,CASH_OUT,17441.44,5575.0,0.0,12120.03,29561.47,0,0
1,PAYMENT,6022.64,50952.0,44929.36,0.0,0.0,0,0
10,TRANSFER,3469457.09,25951.0,0.0,16334.0,3918636.11,0,0
62,CASH_OUT,1634630.75,1634630.75,0.00,273028.24,1907658.99,0,0
18,TRANSFER,79087.9,0.0,0.0,12356942.01,12899582.37,0,0
15,CASH_OUT,277054.58,108434.0,0.0,813403.55,1090458.13,0,0
16,PAYMENT,10084.1,0.0,0.0,0.0,0.0,0,0
11,PAYMENT,14126.02,808623.71,794497.7,0.0,0.0,0,0
9,PAYMENT,19381.47,38234.0,18852.53,0.0,0.0,0,0
100,TRANSFER,22398.05,21760.11,0.00,0.00,10638.25,0,0
13,CASH_IN,21479.21,305283.0,326762.21,6574469.98,6552990.77,0,0
17,PAYMENT,11050.28,25404.0,14353.72,0.0,0.0,0,0
49,TRANSFER,9108200.59,11078969.08,1970768.49,512593.73,9620794.32,0,0
9,CASH_OUT,64493.51,0.0,0.0,5084974.88,5393689.37,0,0
